,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
22284,Pinterest,198132179,Sweet gift,2017-05-07 0:00:00,United States,6.24,5,Sweet pea,Love the app. I can get all kind of information from it.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=198132179,22444,other,very positive,
20786,Pinterest,399018693,âœ…ðŸ‘¯oTaYï¿½ï¿½ï¿½,2017-06-01 0:00:00,United States,6.26,5,Love it!,Love it!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=399018693,20946,other,very positive,
22196,Pinterest,462246366,KatzGamer83,2017-05-08 0:00:00,United States,6.24,5,Love very much,"The best place for memes and how to's, and inspiration as well as art. The app just needs one more thing; combining boards. It's not really important, but just a little perk that would make everyone happy.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=462246366,22356,requirement,very positive,functional
21071,Pinterest,498683735,Dajudie,2017-05-29 0:00:00,United States,6.26,5,Great App,Wonderful,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=498683735,21231,other,positive,
2847,Pinterest,175761061,Bolo704,2017-05-21 0:00:00,Canada,6.25.2,5,Love it,Love it,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=175761061,2992,other,positive,
40346,Pinterest,281227383,11Rainbow_Dash,2017-05-22 0:00:00,Australia,6.25.2,5,Pinterest fanatic,"I love this app so much, it's my favourite!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=281227383,40645,other,very positive,
19108,Pinterest,279528166,n4ndo_,2017-06-21 0:00:00,United States,6.27,5,My source,Awesome!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=279528166,19268,other,very positive,
20316,Pinterest,507434738,AbZolem,2017-06-08 0:00:00,United States,6.27,1,Where is my like button?,"I want to be able to like something in order to see more things like it but don't necessarily need a board for it. Also, all the things I had liked from before? GONE. I. Am. Not. Happy. With. This. Update. I am furious (you can probably tell)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=507434738,20476,requirement,Negative,functional
21258,Pinterest,243916654,TeamSpeedyGirl,2017-05-26 0:00:00,United States,6.26,1,no. still no.,"The notification page is so useless why bother having it?? 

Until the circles are taken off the pictures on my feed I can't use Pinterest.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=243916654,21418,requirement,Negative,functional
2654,Pinterest,120370498,Kingslni,2017-06-17 0:00:00,Canada,6.27,1,Going downhill rapidly,"I used to love Pinterest. Not only did I use it, i encouraged many of my friends to also join me. However, with this new update, i can no longer see what my friends have pinned since it's all mixed together and I have tons of random other things cluttering up the feed. It is suddenly full of click bait articles that are not interesting, and more disgusting than anything. No, I do not want to see a chart on how many times I should be having intercourse based off my age.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=120370498,2799,requirement,Negative,functional
2878,Pinterest,179106785,W1E2N4,2017-05-15 0:00:00,Canada,6.25.1,1,Pinterest,"What's up with the new update.  Used to have more pins than I could handle, now runs out after 5 minutes.  Not worth my time.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=179106785,3023,requirement,Negative,non-functional
18595,Pinterest,11206579,Make Pinterest great again!,2017-06-25 0:00:00,United States,6.27,1,Where are my Likes??,"Really Pinterest, stupidest update yet. Slowly but surely, with each update you've managed to ruin Pinterest for me. Removing likes, really? Are you listening to your users at all??",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=11206579,18755,requirement,Negative,functional
20034,Pinterest,415748225,SBuras,2017-06-10 0:00:00,United States,6.27,1,Where's the bug report feature?,"I'm beta testing iOS 11 on a 9.7"" iPad 2017, and I've found several things that do not work and some are key features completely missing from the app. Where is the bug report form at? It doesn't exist in the settings within the app, it doesn't exist on your webpage or in your help section. There's not even a message option on your Facebook page.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=415748225,20194,requirement,Negative,functional
18645,Pinterest,432600456,Vzkjdysbss. S,2017-06-25 0:00:00,United States,6.28,1,Kiara amey,They really messed up this time why tf would they take away the like button ðŸ˜ I might delete this app now this is bs!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=432600456,18805,requirement,Very Negative,functional
21200,Pinterest,436944096,Raykimble01234,2017-05-27 0:00:00,United States,6.26,1,Awful,"It was a great site,but need to go back to before!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=436944096,21360,Other,Positive,
19547,Pinterest,391272818,Cra Cra Rae Rae,2017-06-16 0:00:00,United States,6.27,1,Bring back the like button,Why is there no like button I use the like button all the time I also have important pins in the my likes and I need them so please bring back the like button or Im just going to have to delete this app and I really don't want to have to let go of Pinterest because it is an app that I generally use every single day.ðŸ½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=391272818,19707,requirement,Neutral,functional
20683,Pinterest,420414281,Sunflowerchilde,2017-06-02 0:00:00,United States,6.26,1,No notice,Oh and thanks for NEVER LETTING US JNIW WHEN YOU'RE CHANGING THINGS. I spend so much time thinking the crappy changes you've been making are glitches. That my all is broken. That's how bad they are. Please. Just quit it. Just stop. You tried to fix something that was never broken. There has to be a better way to spend developers time. Come on. Taking things away is not creative. Now something we could actually stand to lose?  The notification. What? Ya. Stop taking things away we actually like. ï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=420414281,20843,Other,Negative,
20094,Pinterest,33687178,The Channel 13 Buzz,2017-06-10 0:00:00,United States,6.27,1,Only because of work.,"I only have the app because of work and every time I google a craft, it's on Pinterest and I can't see it with out the app. I hate seeing the little red numbers next to apps. Pinterest has many notifications.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=33687178,20254,requirement,Negative,functional
19979,Pinterest,161105042,ðŸŸ½,2017-06-11 0:00:00,United States,6.26,1,Quit with the updates,I hate that I no longer have a like button! Please put the like button back!!  I can longer move & arrange my boards.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=161105042,20139,requirement,Negative,functional
20133,Pinterest,116901535,LibCheryl,2017-06-09 0:00:00,United States,6.27,1,I LIKE the Like Button,"Losing the ""like"" button has really annoyed me. I also no longer see which of my pins have been pinned. Sometimes I get a notification that someone has pinned my pin, but I don't see who or which pin. Some of the people I follow are seldom in my page of general pins even though I know that they are still adding pins. I also don't use Pinterest as a shopping site. I'm not interested in ads.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=116901535,20293,requirement,Negative,functional
18560,Pinterest,25111485,wsma01,2017-06-25 0:00:00,United States,6.28,1,NO LIKES???????,What BONEHEAD came up with that ignoramus idea? Are you trying to lose users? This should have never happened.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=25111485,18720,Other,Very Negative,
19548,Pinterest,86392769,HAPPY ï¿½ï¿½ï¿½,2017-06-16 0:00:00,United States,6.27,1,Why Pinterest why?!?,Come on Pinterest!this went from a five star to a 1 star(unfortunately there was no zero star)No like button?Have y'all gone insane?!?I have nothing else to say about this i'm too mad (T-T),https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=86392769,19708,requirement,Negative,functional
18277,Pinterest,251422480,00_jackie,2017-06-29 0:00:00,United States,6.28,1,Bring back the like button,"Pinterest app has been going downhill for quite some time. I haven't complained until now. I don't know who is tweaking the app with all these ridiculous updates but you need to send them packing. They have no idea what Pinterest users want. Removing the like button was the last straw. When you messed with our notifications and made them obnoxious, confusing and hard to read that was one thing. Bring back the like button. (I don't need the useless patronizing response you're sending out, I found my likes. I want the like button back)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=251422480,18437,requirement,Negative,functional
20788,Pinterest,504487026,Lorexchris,2017-06-01 0:00:00,United States,6.26,1,Updates have ruined the app,"No 'like' Button anymore. No seeing other people who pinned something you did. Too many adds, so you can't even tell if your feed is full of the boards you're following. Why would you take away the like button? What is the purpose? ???ðŸ˜¡",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=504487026,20948,requirement,Negative,functional
18587,Pinterest,573936938,jdwiddwund,2017-06-25 0:00:00,United States,6.27,1,Ñ•Ïƒ Ð²ÏƒÑÎ¹Ð¸gðŸ½ï¿½,Ñ‚Ð½Î¹Ñ• Î¹Ñ• Ñ•ÏƒÏƒÏƒ Ð²ÏƒÑÎ¹Ð¸gðŸ½ðŸ‘”Â¢Î±Ï…Ñ•Ñ” ÑƒÏƒÏ… Ð½Î±Î½Ñ” Ñ‚Ïƒ Ñ•Î¹Ð¸g Ï…Ï Ð²Ï…Ñ‚ Ï‰Ð½Î±Ñ‚ Î¹f ÑƒÏƒÏ… âˆ‚ÏƒÐ¸'Ñ‚ Ï‰Î±Ð¸Ñ‚ Ñ‚Ïƒ Ñ•Î¹Ð¸g Ï…Ï Ð²Ï…Ñ‚ ÑƒÏƒÏ… Ï‰Î±Ð¸Ñ‚ Ñ‚Ïƒ Ï…Ñ•Ñ” ÏÎ¹Ð¸Ñ‚Ñ”ÑÑ”Ñ•Ñ‚ Î±Ð¸âˆ‚ ÑƒÏƒÏ… Ð½Î±Î½Ñ” Ñ‚Ïƒ Ñ•Î¹Ð¸g Ï…Ï Ñ•Ïƒ Ï‰Ð½Î±Ñ‚Ñ• Ñ‚Ð½Ñ” ÏÏƒÑ‚ Ïƒf Ñ”Î½Ñ”Ð¸ gÑ”Ñ‚Ñ‚Î¹Ð¸g ÏÎ¹Ð¸Ñ‚Ñ”ÑÑ”Ñ•Ñ‚ Ñ•Ïƒ Ñ‚Ð½Î±Ñ‚Ñ• Ï‰Ð½Ñƒ Î¹ gÎ±Î½Ñ” 1 Ñ•Ñ‚Î±Ñï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573936938,18747,noise,,
22346,Pinterest,473925126,Bribacca,2017-05-06 0:00:00,United States,6.24,1,Full of spam,"I have used Pinterest for years! I love it! BUT! Every time I click on a website off Pinterest like going to get a recipe- I get spam for winning gift cards etc. I DONT HAVE THIS PROBLEM with any other apps or websites. The only way to avoid it is to go into safari and block cookies, which for other apps and websites I have to enable. I hate it, and it happens EVERY time I use Pinterest and ONLY when I use Pinterest. Irritating to say the least.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=473925126,22506,requirement,Negative,functional
19666,Pinterest,117899057,Goatiemtngirl,2017-06-15 0:00:00,United States,6.26,1,Where are my likes?,"I love Pinterest. I use it for all kinds of things: school, work, etc. I kept a lot of information under my likes and now it's all lost because you all skewed with something that didn't need to be screwed with. Please bring back the likes while I try to salvage all the work I kept there.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=117899057,19826,requirement,Negative,functional
